desarrollo,colonia,m2_interiores,m2_totales,m2_jardin,m2_terraza,estacionamientos,eje,precio_listado,precio_cerrado,descuento_pct,fecha_creacion,fecha_firma,anio_firma,mes_firma,dias_creacion_a_firma,precio_m2
El Respiro,Juriquilla Santa Fe,125.2,200.3,75.1,0,0,nan,1319853,1319853,0,3/21/2013,2/22/2013,2013,2,-27,10541.956869009584
El Respiro,Juriquilla Santa Fe,142.8,200.3,57.5,0,0,nan,1499524,1499524,0,3/21/2013,2/25/2013,2013,2,-24,10500.868347338936
El Respiro,Juriquilla Santa Fe,130.46,179.9,49.44,0,0,nan,1574645,1574645,0,3/21/2013,2/21/2013,2013,2,-28,12069.944810669936
El Respiro,Juriquilla Santa Fe,125.2,208.7,83.5,0,0,nan,1319853,1300055.21,1.5,3/21/2013,3/14/2013,2013,3,-7,10383.827555910542
El Respiro,Juriquilla Santa Fe,156.9,204.3,47.4,0,0,nan,1576531,1576531,0,3/21/2013,3/14/2013,2013,3,-7,10047.99872530274
El Respiro,Juriquilla Santa Fe,141.6,201.8,60.2,0,0,nan,1567850.11,1567850.11,0,3/21/2013,2/27/2013,2013,2,-22,11072.387782485877
El Respiro,Juriquilla Santa Fe,156.3,156.3,0,0,0,nan,1503212,1503212,0,3/21/2013,2/27/2013,2013,2,-22,9617.479207
El Respiro,Juriquilla Santa Fe,141.6,208.3,66.7,0,0,nan,1591726,1591726,0,3/21/2013,2/27/2013,2013,2,-22,11241.002824858757
El Respiro,Juriquilla Santa Fe,152.6,220.9,68.3,0,0,nan,1589753,1589753,0,3/21/2013,4/25/2013,2013,4,35,10417.778505897772
El Respiro,Juriquilla Santa Fe,130.5,179.8,49.3,0,0,nan,1549625,1549625,0,3/21/2013,5/17/2013,2013,5,57,11874.521072796935
El Respiro,Juriquilla Santa Fe,145.7,145.7,0,0,0,nan,1417265,1417265,0,3/21/2013,4/25/2013,2013,4,35,9727.282086479066
El Respiro,Juriquilla Santa Fe,130.5,179.8,49.3,0,0,nan,1540190.32,1540190.32,0,3/21/2013,3/6/2013,2013,3,-15,11802.224674329502
El Respiro,Juriquilla Santa Fe,126.2,208.8,82.6,0,0,nan,1377557.96,1377557.96,0,3/21/2013,2/27/2013,2013,2,-22,10915.67321711569
El Respiro,Juriquilla Santa Fe,145.7,145.7,0,0,0,nan,1429847,1429847,0,3/21/2013,5/3/2013,2013,5,43,9813.637611530543
El Respiro,Juriquilla Santa Fe,145.7,145.7,0,0,0,nan,1429847,1429847,0,3/21/2013,5/2/2013,2013,5,42,9813.637611530543
El Respiro,Juriquilla Santa Fe,130.46,179.91,49.45,0,0,nan,1549625,1549625,0,3/21/2013,2/28/2013,2013,2,-21,11878.161888701517
El Respiro,Juriquilla Santa Fe,156.9,204.6,47.7,0,0,nan,1576531,1576531,0,3/21/2013,4/11/2013,2013,4,21,10047.99872530274
El Respiro,Juriquilla Santa Fe,126.2,207.9,81.7,0,0,nan,1398536,1398536,0,3/21/2013,2/21/2013,2013,2,-28,11081.90174326466
El Respiro,Juriquilla Santa Fe,152.6,220.9,68.3,0,0,nan,1589753,1589753,0,3/21/2013,3/6/2013,2013,3,-15,10417.778505897772
El Respiro,Juriquilla Santa Fe,156.3,156.3,0,0,0,nan,1548736,1525504.96,1.5,3/21/2013,5/22/2013,2013,5,62,9760.108509
El Respiro,Juriquilla Santa Fe,152.6,220.9,68.3,0,0,nan,1589753,1550009.18,2.5,3/21/2013,4/17/2013,2013,4,27,10157.334076015728
El Respiro,Juriquilla Santa Fe,141.6,208.4,66.8,0,0,nan,1551932.85,1551932.85,0,3/21/2013,3/6/2013,2013,3,-15,10959.977754237289
El Respiro,Juriquilla Santa Fe,126.2,244.2,118,0,0,nan,1572070,1532768.25,2.5,5/10/2013,6/26/2013,2013,6,47,12145.548732171157
El Respiro,Juriquilla Santa Fe,125.18,208.48,83.3,0,0,nan,1443772,1443772,0,5/10/2013,7/3/2013,2013,7,54,11533.567662565905
El Respiro,Juriquilla Santa Fe,130.5,180.2,49.7,0,0,nan,1793401,1793401,0,5/10/2013,6/26/2013,2013,6,47,13742.536398467433
El Respiro,Juriquilla Santa Fe,141.6,244,102.4,0,0,nan,1762645,1762645,0,5/10/2013,6/26/2013,2013,6,47,12448.05790960452
El Respiro,Juriquilla Santa Fe,156.3,156.3,0,0,0,nan,1702997,1724997,0,5/10/2013,6/30/2014,2014,6,416,11036.449136276391
El Respiro,Juriquilla Santa Fe,126.2,202.18,75.98,0,0,nan,1512393,1467021.21,3,5/10/2013,7/4/2013,2013,7,55,11624.573771790807
El Respiro,Juriquilla Santa Fe,125.18,200.29,75.11,0,0,nan,1434350,1434350,0,5/10/2013,7/24/2013,2013,7,75,11458.30004793098
El Respiro,Juriquilla Santa Fe,130.5,180.1,49.6,0,0,nan,1675919,1675919,0,5/10/2013,7/18/2013,2013,7,69,12842.291187739464
El Respiro,Juriquilla Santa Fe,130.46,180.2,49.74,0,0,nan,1675919,1675919,0,5/10/2013,7/10/2013,2013,7,61,12846.22872911237
El Respiro,Juriquilla Santa Fe,126.2,208.6,82.4,0,0,nan,1639855,1639855,0,5/10/2013,7/25/2013,2013,7,76,12994.096671949286
El Respiro,Juriquilla Santa Fe,156.9,203.9,0,47,0,nan,1808811,1808811,0,5/10/2013,7/18/2013,2013,7,69,11528.432122370936
El Respiro,Juriquilla Santa Fe,126.2,289.1,162.9,0,0,nan,1556609,1556609,0,5/10/2013,7/25/2013,2013,7,76,12334.46117274168
El Respiro,Juriquilla Santa Fe,145.7,145.7,0,0,0,nan,1571091,1571091,0,5/10/2013,8/1/2013,2013,8,83,10783.05422100206
El Respiro,Juriquilla Santa Fe,145.7,145.7,0,0,0,nan,1577222,1537791.45,2.5,3/21/2013,8/8/2013,2013,8,140,10554.505490734386
El Respiro,Juriquilla Santa Fe,141.6,287.1,145.5,0,0,nan,1835777,1835777,0,5/10/2013,8/14/2013,2013,8,96,12964.526836158193
El Respiro,Juriquilla Santa Fe,145.7,145.7,0,0,0,nan,1532772,1532772,0,3/21/2013,8/22/2013,2013,8,154,10520.054907343858
El Respiro,Juriquilla Santa Fe,145.7,145.7,0,0,0,nan,1571091,1571091,0,5/10/2013,9/20/2013,2013,9,133,10783.05422100206
El Respiro,Juriquilla Santa Fe,130.5,180.1,49.6,0,0,nan,1675919,1675919,0,5/10/2013,8/30/2013,2013,8,112,12842.291187739464
El Respiro,Juriquilla Santa Fe,142.8,199.8,0,57,0,nan,1671777,1671777,0,5/10/2013,10/9/2013,2013,10,152,11707.121848739494
El Respiro,Juriquilla Santa Fe,152.6,220.6,0,68,0,nan,1764020,1764020,0,5/10/2013,10/9/2013,2013,10,152,11559.764089121887
El Respiro,Juriquilla Santa Fe,156.9,251.6,47.7,47,0,nan,1757874,1757874,0,3/21/2013,10/31/2013,2013,10,224,11203.78585086042
El Respiro,Juriquilla Santa Fe,145.7,145.7,0,0,0,nan,1532772,1509780.42,1.5,3/21/2013,11/14/2013,2013,11,238,10362.25408
El Respiro,Juriquilla Santa Fe,145.7,145.7,0,0,0,nan,1571091,1547524.64,1.5,5/10/2013,12/12/2013,2013,12,216,10621.308442004118
El Respiro,Juriquilla Santa Fe,156.9,203.2,46.3,0,0,nan,1792486,1792486,0,3/21/2013,1/15/2014,2014,1,300,11424.384958572338
El Respiro,Juriquilla Santa Fe,156.3,156.3,0,0,0,nan,1674958,1633084.05,2.5,3/21/2013,1/23/2014,2014,1,308,10448.39443378119
El Respiro,Juriquilla Santa Fe,123.7,194.1,70.4,0,0,nan,1533759,1495415.03,2.5,2/20/2013,1/30/2014,2014,1,344,12089.04632174616
El Respiro,Juriquilla Santa Fe,156.9,203.9,0,47,0,nan,1808811,1808811,0,5/10/2013,3/13/2014,2014,3,307,11528.432122370936
El Respiro,Juriquilla Santa Fe,126.2,209.8,83.6,0,0,nan,1639855,1639855,0,2/20/2013,3/19/2014,2014,3,392,12994.096671949286
El Respiro,Juriquilla Santa Fe,125.2,245.4,120.2,0,0,nan,1607030,1607030,0,5/10/2013,4/4/2014,2014,4,329,12835.70287539936
El Respiro,Juriquilla Santa Fe,156.3,156.3,0,0,0,nan,1661461,1661461,0,3/21/2013,4/5/2014,2014,4,380,10629.948816378757
El Respiro,Juriquilla Santa Fe,142.8,257.3,57.5,57,0,nan,1671777,1629982.58,2.5,3/21/2013,4/3/2014,2014,4,378,11414.443837535013
El Respiro,Juriquilla Santa Fe,125.2,201.2,76,0,0,nan,1572103,1532800.43,2.5,2/20/2013,5/2/2014,2014,5,436,12242.814936102235
El Respiro,Juriquilla Santa Fe,156.3,156.3,0,0,0,nan,1661461,1636539.09,1.5,3/21/2013,8/15/2014,2014,8,512,10470.499616122841
El Respiro,Juriquilla Santa Fe,156.3,156.3,0,0,0,nan,1661461,1628231.78,2,3/21/2013,4/30/2014,2014,4,405,10417.349840051183
El Respiro,Juriquilla Santa Fe,126.2,208.6,82.4,0,0,nan,1639855,1639855,0,5/10/2013,5/15/2014,2014,5,370,12994.096671949286
El Respiro,Juriquilla Santa Fe,142.8,199.8,0,57,0,nan,1720458,1668844.26,3,5/10/2013,5/30/2014,2014,5,385,11686.584453781512
El Respiro,Juriquilla Santa Fe,156.9,203.9,0,47,0,nan,1841998,1786738.06,3,2/20/2013,5/29/2014,2014,5,463,11387.750541746334
El Respiro,Juriquilla Santa Fe,156.9,203.9,0,47,0,nan,1764694,1711753.18,3,5/10/2013,5/30/2014,2014,5,385,10909.835436583811
El Respiro,Juriquilla Santa Fe,130.5,180.2,49.7,0,0,nan,1793401,1681398.97,3,5/10/2013,7/31/2014,2014,7,447,12884.283295019157
El Respiro,Juriquilla Santa Fe,142.8,199.8,0,57,0,nan,1671777,1621623.69,3,5/10/2013,8/20/2014,2014,8,467,11355.90819327731
El Respiro,Juriquilla Santa Fe,152.6,220.6,0,68,0,nan,1808121,1808121,0,5/10/2013,9/5/2014,2014,9,483,11848.761467889908
El Respiro,Juriquilla Santa Fe,156.3,156.3,0,0,0,nan,1702997,1660422.08,2.5,5/10/2013,10/17/2014,2014,10,525,10623.30185540627
El Respiro,Juriquilla Santa Fe,142.8,257.3,57.5,57,0,nan,1671777,1613264.81,3.5,3/21/2013,10/16/2014,2014,10,574,11297.372619047619
El Respiro,Juriquilla Santa Fe,130.5,179.7,49.2,0,0,nan,1817624,1817624,0,3/21/2013,11/13/2014,2014,11,602,13928.153256704982
El Respiro,Juriquilla Santa Fe,156.3,156.3,0,0,0,nan,1659777,1618282.58,2.5,5/10/2013,11/28/2014,2014,11,567,10353.695329494562
El Respiro,Juriquilla Santa Fe,156.3,156.3,0,0,0,nan,1717951,1666412.47,3,3/21/2013,1/19/2015,2015,1,669,10661.628087012155
El Respiro,Juriquilla Santa Fe,142.8,199.8,0,57,0,nan,1671777,1673427,0,5/10/2013,3/11/2015,2015,3,670,11718.676470588234
El Respiro,Juriquilla Santa Fe,142.8,199.8,0,57,0,nan,1767148,1767148,0,2/20/2013,3/23/2015,2015,3,761,12374.985994397759
El Respiro,Juriquilla Santa Fe,156.3,156.3,0,0,0,nan,1717951,1657822.72,3.5,3/21/2013,3/3/2015,2015,3,712,10606.671273192578
El Respiro,Juriquilla Santa Fe,152.6,220.6,0,68,0,nan,1905555,1922105,0,2/20/2013,4/7/2015,2015,4,776,12595.707732634339
El Respiro,Juriquilla Santa Fe,152.6,220.6,0,68,0,nan,1905555,1874466.13,2.5,2/20/2013,10/16/2015,2015,10,968,12283.526408912188
Gran Capricho,Juriquilla Santa Fe,194.5,239.8,45.3,0,2,nan,2701026.8,2647006.26,2,11/22/2013,11/11/2016,2016,11,1085,13609.286683804627
Gran Capricho,Juriquilla Santa Fe,151.14,231.14,80,0,2,nan,1909627,1909627,0,11/22/2013,12/11/2013,2013,12,19,12634.822019319838
Gran Capricho,Juriquilla Santa Fe,220.58,311.25,90.67,0,2,nan,2338510,2338510,0,11/22/2013,12/12/2013,2013,12,20,10601.641127935442
Gran Capricho,Juriquilla Santa Fe,180.05,243.72,63.67,0,2,nan,1858436,1858436,0,11/22/2013,12/19/2013,2013,12,27,10321.777284087753
Gran Capricho,Juriquilla Santa Fe,180.05,243.6,63.55,0,2,nan,1934674,1934674,0,11/22/2013,1/8/2014,2014,1,47,10745.204109969452
Gran Capricho,Juriquilla Santa Fe,194.47,239.75,45.28,0,2,nan,1991643,1991643,0,11/22/2013,1/8/2014,2014,1,47,10241.389417390857
Gran Capricho,Juriquilla Santa Fe,151.14,231.14,80,0,2,nan,1753654,1753654,0,11/22/2013,1/16/2014,2014,1,55,11602.84504432976
Gran Capricho,Juriquilla Santa Fe,220.58,311.25,90.67,0,2,nan,2385280,2387780,0,11/22/2013,2/6/2014,2014,2,76,10825.006800253876
Gran Capricho,Juriquilla Santa Fe,220.58,311.25,90.67,0,2,nan,2717625,2717625,0,11/22/2013,1/22/2014,2014,1,61,12320.359960105177
Gran Capricho,Juriquilla Santa Fe,220.6,311.3,90.7,0,2,Horizontal,2383479.68,2396532,0,11/22/2013,2/13/2014,2014,2,83,10863.699002719855
Gran Capricho,Juriquilla Santa Fe,220.58,311.25,90.67,0,2,nan,2338510,2363010,0,11/22/2013,1/22/2014,2014,1,61,10712.711941245805
Gran Capricho,Juriquilla Santa Fe,220.58,311.25,90.67,0,2,nan,2385280,2415280,0,11/22/2013,2/6/2014,2014,2,76,10949.678121316529
Gran Capricho,Juriquilla Santa Fe,239.8,290.46,50.66,0,2,nan,2454056,2457823.68,0,11/22/2013,2/21/2014,2014,2,91,10249.473227689741
Gran Capricho,Juriquilla Santa Fe,239.8,290.36,50.56,0,2,nan,2418318,2418318,0,11/22/2013,3/5/2014,2014,3,103,10084.728940783985
Gran Capricho,Juriquilla Santa Fe,239.8,290.56,50.76,0,2,nan,2454056,2461156,0,11/22/2013,2/27/2014,2014,2,97,10263.369474562134
Gran Capricho,Juriquilla Santa Fe,180.05,242.73,62.68,0,2,nan,1992714,1952859.72,2,11/22/2013,3/13/2014,2014,3,111,10846.207831158012
Gran Capricho,Juriquilla Santa Fe,205.14,339.44,134.3,0,2,nan,2684783,2604239.51,3,11/22/2013,3/26/2014,2014,3,124,12694.937652334991
Gran Capricho,Juriquilla Santa Fe,194.47,239.75,45.28,0,2,nan,2111142,2117389.24,3.5,11/22/2013,5/23/2014,2014,5,182,10887.999382938244
Gran Capricho,Juriquilla Santa Fe,151.14,231.14,80,0,2,nan,2052174,2052174,0,11/22/2013,4/3/2014,2014,4,132,13577.967447399764
Gran Capricho,Juriquilla Santa Fe,194.47,239.75,45.28,0,2,nan,2111142,2111142,0,11/22/2013,4/10/2014,2014,4,139,10855.87494215046
Gran Capricho,Juriquilla Santa Fe,205.14,339.44,134.3,0,2,nan,2654682,2686366,0,11/22/2013,4/30/2014,2014,4,159,13095.28127
Gran Capricho,Juriquilla Santa Fe,151.14,231.14,80,0,2,nan,2052174,2052174,0,11/22/2013,5/30/2014,2014,5,189,13577.967447399764
Gran Capricho,Juriquilla Santa Fe,274.68,337.52,62.84,0,2,nan,2963525,2963525,0,11/22/2013,5/22/2014,2014,5,181,10789.009028687928
Gran Capricho,Juriquilla Santa Fe,220.58,315.01,94.43,0,2,nan,2920000,2920000,0,11/22/2013,6/12/2014,2014,6,202,13237.82755
Gran Capricho,Juriquilla Santa Fe,194.47,239.91,45.44,0,2,nan,2038809.3,2038809.3,0,11/22/2013,4/23/2014,2014,4,152,10483.927083868977
Gran Capricho,Juriquilla Santa Fe,220.58,311.25,90.67,0,2,nan,2837777,2837777,0,11/22/2013,4/30/2014,2014,4,159,12865.069362589536
Gran Capricho,Juriquilla Santa Fe,239.8,290.46,50.66,0,2,nan,2525534,2437140.31,3.5,11/22/2013,6/11/2014,2014,6,201,10163.220642201835
Gran Capricho,Juriquilla Santa Fe,220.58,311.25,90.67,0,2,nan,2537283.35,2540647.35,0,11/22/2013,6/12/2014,2014,6,202,11518.031326502856
Gran Capricho,Juriquilla Santa Fe,151.14,231.14,80,0,2,nan,2052174,2052174,0,11/22/2013,6/19/2014,2014,6,209,13577.967447399764
Gran Capricho,Juriquilla Santa Fe,180.05,216.45,36.4,0,2,nan,2044288,2064788,0,11/22/2013,6/26/2014,2014,6,216,11467.858928075533
Gran Capricho,Juriquilla Santa Fe,220.58,311.25,90.67,0,2,nan,2766627,2711294.46,2,11/22/2013,6/25/2014,2014,6,215,12291.660440656451
Gran Capricho,Juriquilla Santa Fe,274.68,337.52,62.84,0,2,nan,2990861.37,3015861.37,0,11/22/2013,6/26/2014,2014,6,216,10979.54481578564
Gran Capricho,Juriquilla Santa Fe,194.47,239.77,45.3,0,2,nan,2225436,2272061.41,1.5,11/22/2013,6/30/2014,2014,6,220,11683.351725201832
Gran Capricho,Juriquilla Santa Fe,151.14,231.14,80,0,2,nan,1909627,1909627,0,11/22/2013,7/31/2014,2014,7,251,12634.822019319838
Gran Capricho,Juriquilla Santa Fe,220.58,311.25,90.67,0,2,nan,2598178,2483269.1,5,11/22/2013,8/21/2014,2014,8,272,11257.906881856923
Gran Capricho,Juriquilla Santa Fe,205.14,339.44,134.3,0,2,nan,2684783,2620439.51,3,11/22/2013,6/15/2015,2015,6,570,12773.908111533587
Gran Capricho,Juriquilla Santa Fe,151.14,231.14,80,0,2,nan,2052174,1980347.91,3.5,11/22/2013,6/19/2015,2015,6,574,13102.73858674077
Gran Capricho,Juriquilla Santa Fe,151.14,231.14,80,0,2,nan,2052174,1980347.91,3.5,11/22/2013,6/19/2015,2015,6,574,13102.73858674077
Gran Capricho,Juriquilla Santa Fe,239.8,290.4,50.6,0,2,nan,2958869,2730577.46,7.72,11/22/2013,6/11/2015,2015,6,566,11386.895162635528
Gran Capricho,Juriquilla Santa Fe,239.8,290.36,50.56,0,2,nan,2549360,2551860,0,11/22/2013,8/22/2014,2014,8,273,10641.61801501251
Gran Capricho,Juriquilla Santa Fe,205.14,236.34,31.2,0,2,nan,2437657,2315774.15,5,11/22/2013,9/5/2014,2014,9,287,11288.749878132008
Gran Capricho,Juriquilla Santa Fe,205.14,339.44,134.3,0,2,nan,2684783,2684783,0,11/22/2013,10/17/2014,2014,10,329,13087.564590036074
Gran Capricho,Juriquilla Santa Fe,220.58,311.25,90.67,0,2,nan,2649287,2662087,0,11/22/2013,10/27/2014,2014,10,339,12068.578293589626
Gran Capricho,Juriquilla Santa Fe,180.05,239.16,59.11,0,2,nan,2134529,2134529,0,11/22/2013,10/30/2014,2014,10,342,11855.201332963064
Gran Capricho,Juriquilla Santa Fe,239.8,290.46,50.66,0,2,nan,2525534,2525534,0,11/22/2013,11/27/2014,2014,11,370,10531.83486238532
Gran Capricho,Juriquilla Santa Fe,205.14,236.14,31,0,2,nan,2457158.26,2397729.3,2.5,11/22/2013,11/26/2014,2014,11,369,11688.258262649897
Gran Capricho,Juriquilla Santa Fe,239.8,290.36,50.56,0,2,nan,2564081,2587081,0,11/22/2013,11/25/2014,2014,11,368,10788.494578815678
Gran Capricho,Juriquilla Santa Fe,220.58,311.25,90.67,0,2,nan,2699287,2658797.7,1.5,11/22/2013,12/16/2014,2014,12,389,12053.66624353976
Gran Capricho,Juriquilla Santa Fe,151.14,231.14,80,0,2,nan,1958435,1919266.3,2,11/22/2013,1/7/2015,2015,1,411,12698.599311896256
Gran Capricho,Juriquilla Santa Fe,239.8,290.36,50.56,0,2,nan,2433864.24,2491129.13,2.5,11/22/2013,1/23/2015,2015,1,427,10388.361676396997
Gran Capricho,Juriquilla Santa Fe,239.8,290.36,50.56,0,2,nan,2549360,2472879.2,3,11/22/2013,1/17/2015,2015,1,421,10312.256880733945
Gran Capricho,Juriquilla Santa Fe,239.8,290.36,50.56,0,2,nan,2549360,2562860,0,11/22/2013,2/6/2015,2015,2,441,10687.489574645537
Gran Capricho,Juriquilla Santa Fe,151.14,231.14,80,0,2,nan,1962435,1913374.13,2.5,11/22/2013,1/14/2015,2015,1,418,12659.614463411406
Gran Capricho,Juriquilla Santa Fe,239.8,290.46,50.66,0,2,nan,2585098,2610882,0,11/22/2013,2/13/2015,2015,2,448,10887.748123436197
Gran Capricho,Juriquilla Santa Fe,220.58,311.25,90.67,0,2,nan,2699287,2699287,0,11/22/2013,1/28/2015,2015,1,432,12237.224589718015
Gran Capricho,Juriquilla Santa Fe,239.8,290.46,50.66,0,2,nan,2585098,2585098,0,11/22/2013,1/30/2015,2015,1,434,10780.22518765638
Gran Capricho,Juriquilla Santa Fe,205.1,236.3,31.2,0,2,nan,2500215.89,2500215.89,0,11/22/2013,1/30/2015,2015,1,434,12190.228620185277
Gran Capricho,Juriquilla Santa Fe,205.14,236.14,31,0,2,nan,2524635,2524635,0,11/22/2013,2/9/2015,2015,2,444,12306.887978941211
Gran Capricho,Juriquilla Santa Fe,180.05,216.45,36.4,0,2,nan,2044288,2064788,0,11/22/2013,3/31/2015,2015,3,494,11467.858928075533
Gran Capricho,Juriquilla Santa Fe,220.58,315.01,94.43,0,2,nan,2920000,2920000,0,11/22/2013,2/20/2015,2015,2,455,13237.82755
Gran Capricho,Juriquilla Santa Fe,222.21,257.14,34.93,0,2,nan,2677403,2677403,0,11/22/2013,,,,,12048.976193690653
Gran Capricho,Juriquilla Santa Fe,220.58,311.25,90.67,0,2,nan,2717625,2717625,0,11/22/2013,3/11/2015,2015,3,474,12320.359960105177
Gran Capricho,Juriquilla Santa Fe,239.8,290.36,50.56,0,2,nan,2642560,2576496,2.5,11/22/2013,3/31/2015,2015,3,494,10744.353628023353
Gran Capricho,Juriquilla Santa Fe,220.58,311.25,90.67,0,2,nan,2837777,2837777,0,11/22/2013,5/18/2015,2015,5,542,12865.069362589536
Gran Capricho,Juriquilla Santa Fe,151.14,231.14,80,0,2,nan,2052174,2000869.65,2.5,11/22/2013,3/31/2015,2015,3,494,13238.51826121477
Gran Capricho,Juriquilla Santa Fe,205.14,281.23,76.09,0,2,nan,2477602,2502602,0,11/22/2013,4/11/2015,2015,4,505,12199.483279711418
Gran Capricho,Juriquilla Santa Fe,205.14,339.44,134.3,0,2,nan,2684783,2700983,0,11/22/2013,4/17/2015,2015,4,511,13166.53504923467
Gran Capricho,Juriquilla Santa Fe,205.14,235.14,30,0,2,nan,2407364,2359216.72,2,11/22/2013,4/17/2015,2015,4,511,11500.520230086771
Gran Capricho,Juriquilla Santa Fe,205.14,235.14,30,0,2,nan,2395729.05,2395729.05,0,11/22/2013,3/13/2015,2015,3,476,11678.507604562737
Gran Capricho,Juriquilla Santa Fe,205.14,339.44,134.3,0,2,nan,2684783,2684783,0,11/22/2013,5/9/2015,2015,5,533,13087.564590036074
Gran Capricho,Juriquilla Santa Fe,205.14,236.26,31.12,0,2,nan,2426534,2426534,0,11/22/2013,5/25/2015,2015,5,549,11828.673101296676
Gran Capricho,Juriquilla Santa Fe,220.6,311.3,90.7,0,2,Horizontal,2383479.68,2396532,0,11/22/2013,4/30/2015,2015,4,524,10863.699002719855
Gran Capricho,Juriquilla Santa Fe,274.68,337.52,62.84,0,2,nan,2963525,2874619.25,3,11/22/2013,5/14/2015,2015,5,538,10465.33875782729
Gran Capricho,Juriquilla Santa Fe,220.58,311.25,90.67,0,2,nan,2837777,2837777,0,11/22/2013,5/19/2015,2015,5,543,12865.069362589536
Gran Capricho,Juriquilla Santa Fe,220.58,311.25,90.67,0,2,nan,2766627,2766627,0,11/22/2013,7/20/2015,2015,7,605,12542.510653731071
Gran Capricho,Juriquilla Santa Fe,205.14,339.44,134.3,0,2,nan,2684783,2684783,0,11/22/2013,7/29/2015,2015,7,614,13087.564590036074
Gran Capricho,Juriquilla Santa Fe,274.68,337.52,62.84,0,2,nan,3064255,3082128.6,0,11/22/2013,8/10/2015,2015,8,626,11220.797291393621
Gran Capricho,Juriquilla Santa Fe,205.14,339.44,134.3,0,2,nan,2684783,2620163.43,2.5,11/22/2013,7/31/2015,2015,7,616,12772.562298917814
Gran Capricho,Juriquilla Santa Fe,205.14,236.34,31.2,0,2,nan,2437826,2437826,0,11/22/2013,7/29/2015,2015,7,614,11883.71843618992
Gran Capricho,Juriquilla Santa Fe,222.21,257.14,34.93,0,2,nan,2677403,2664015.99,0.5,11/22/2013,8/17/2015,2015,8,633,11988.731335223438
Gran Capricho,Juriquilla Santa Fe,222.21,257.14,34.93,0,2,nan,2677403,2610467.93,2.5,11/22/2013,8/17/2015,2015,8,633,11747.751811349624
Gran Capricho,Juriquilla Santa Fe,222.21,257.14,34.93,0,2,nan,2677403,2677403,0,11/22/2013,8/24/2015,2015,8,640,12048.976193690653
Gran Capricho,Juriquilla Santa Fe,205.14,235.14,30,0,2,nan,2407364,2407364,0,11/22/2013,9/3/2015,2015,9,650,11735.224724578338
Gran Capricho,Juriquilla Santa Fe,205.14,236.34,31.2,0,2,nan,2376715.57,2376715.57,0,11/22/2013,7/29/2015,2015,7,614,11585.82221897241
Gran Capricho,Juriquilla Santa Fe,205.14,236.14,31,0,2,nan,2559540,2508349.2,2,11/22/2013,9/7/2015,2015,9,654,12227.499268792046
Gran Capricho,Juriquilla Santa Fe,205.1,236.1,31,0,2,nan,2500215.89,2504215.89,0,11/22/2013,10/21/2015,2015,10,698,12209.731301803999
Gran Capricho,Juriquilla Santa Fe,205.14,236.14,31,0,2,nan,2487777,2430582.58,2.5,11/22/2013,11/7/2015,2015,11,715,11848.408793994346
Gran Capricho,Juriquilla Santa Fe,205.14,236.26,31.12,0,2,nan,2487777,2519977,0,11/22/2013,9/30/2015,2015,9,677,12284.181534561763
Gran Capricho,Juriquilla Santa Fe,205.1,236.3,31.2,0,2,nan,2500215.89,2500215.89,0,11/22/2013,10/10/2015,2015,10,687,12190.228620185277
Gran Capricho,Juriquilla Santa Fe,274.68,337.52,62.84,0,2,nan,2946399,2946399,0,11/22/2013,9/17/2015,2015,9,664,10726.660113586719
Gran Capricho,Juriquilla Santa Fe,274.68,337.52,62.84,0,2,nan,2990861.37,3015861.37,0,11/22/2013,9/17/2015,2015,9,664,10979.54481578564
Gran Capricho,Juriquilla Santa Fe,220.58,315.01,94.43,0,2,nan,2920000,2920000,0,11/22/2013,11/24/2015,2015,11,732,13237.82755
Gran Capricho,Juriquilla Santa Fe,194.47,239.91,45.44,0,2,nan,2569251,2569251,0,11/22/2013,1/11/2016,2016,1,780,13211.554481411014
Gran Capricho,Juriquilla Santa Fe,205.1,236.1,31,0,2,nan,2500215.89,2504215.89,0,11/22/2013,1/26/2016,2016,1,795,12209.731301803999
Gran Capricho,Juriquilla Santa Fe,239.8,290.4,50.6,0,2,nan,2958869,2884897.28,2.5,11/22/2013,1/15/2016,2016,1,784,12030.430692243535
Gran Capricho,Juriquilla Santa Fe,205.1,236.3,31.2,0,2,nan,2500215.89,2500215.89,0,11/22/2013,5/17/2016,2016,5,907,12190.228620185277
Gran Capricho,Juriquilla Santa Fe,194.47,239.91,45.44,0,2,nan,2569251,2569251,0,11/22/2013,4/18/2016,2016,4,878,13211.554481411014
Gran Capricho,Juriquilla Santa Fe,194.5,239.8,45.3,0,2,nan,2701026.8,2701026.8,0,11/22/2013,4/8/2016,2016,4,868,13887.027249357325
Gran Capricho,Juriquilla Santa Fe,205.1,236.1,31,0,2,nan,2500215.89,2504215.89,0,11/22/2013,5/23/2016,2016,5,913,12209.731301803999
Gran Capricho,Juriquilla Santa Fe,222.2,257.1,34.9,0,2,nan,2446032.22,2446032.22,0,11/22/2013,,,,,11008.24581458146
Gran Capricho,Juriquilla Santa Fe,205.1,236.2,31.1,0,2,nan,2414894.62,2414894.62,0,11/22/2013,,,,,11774.23022915651
Gran Capricho,Juriquilla Santa Fe,205.1,236.1,31,0,2,nan,2395729.05,2395729.05,0,11/22/2013,,,,,11680.785226718674
Gran Capricho,Juriquilla Santa Fe,205.1,236.1,31,0,2,nan,2500215.89,2487714.81,0.5,11/22/2013,6/14/2016,2016,6,935,12129.27747440273
