desarrollo,colonia,m2_interiores,m2_totales,m2_jardin,m2_terraza,estacionamientos,eje,precio_listado,precio_cerrado,descuento_pct,fecha_creacion,fecha_firma,anio_firma,mes_firma,dias_creacion_a_firma,precio_m2
Alegra Towers,Juriquilla Santa Fe,97.6,106,0,8.4,2,Vertical,3153361.4,2901092.49,8,7/4/2016,4/30/2020,2020,4,1396,29724.30829918033
Alegra Towers,Juriquilla Santa Fe,173.6,190.24,0,16.64,2,Vertical,4855958,4807398.42,1,8/29/2018,4/30/2020,2020,4,610,27692.387211981568
Alegra Towers,Juriquilla Santa Fe,172.4,189.3,0,16.9,2,Vertical,4570250,4158927.5,9,7/4/2016,5/31/2020,2020,5,1427,24123.70939675174
Alegra Towers,Juriquilla Santa Fe,133.5,145.46,0,11.96,2,Vertical,4489390.98,4220027.52,6,4/27/2017,6/15/2020,2020,6,1145,31610.693033707863
Alegra Towers,Juriquilla Santa Fe,272.3,428.56,135,21.26,3,Vertical,7380690.27,7380690.27,0,8/29/2018,6/28/2020,2020,6,669,27104.995482923245
Alegra Towers,Juriquilla Santa Fe,173.6,190.24,0,16.64,2,Vertical,5033919,4933240.62,2,8/29/2018,7/31/2020,2020,7,702,28417.284677419357
Alegra Towers,Juriquilla Santa Fe,133.3,145.19,0,11.89,0,Vertical,4536137.51,4490776.13,1,8/29/2018,7/30/2020,2020,7,701,33689.24328582145
Alegra Towers,Juriquilla Santa Fe,173.6,190.55,0,16.95,2,Vertical,4361086.41,4077615.79,6.5,4/27/2017,8/5/2020,2020,8,1196,23488.57021889401
Alegra Towers,Juriquilla Santa Fe,97.5,105.9,0,8.4,2,Vertical,3348402.5,2846142.13,15,6/29/2016,8/5/2020,2020,8,1498,29191.20133333333
Alegra Towers,Juriquilla Santa Fe,97.7,105.6,0,7.9,2,Vertical,3201489.67,2913355.6,9,8/29/2018,8/5/2020,2020,8,707,29819.402251791198
Alegra Towers,Juriquilla Santa Fe,133.4,145.29,0,11.89,2,Vertical,4427445,4028974.95,9,8/29/2018,8/5/2020,2020,8,707,30202.211019490256
Alegra Towers,Juriquilla Santa Fe,173.6,190.24,0,16.64,2,Vertical,4625732.97,4209417,9,8/29/2018,8/5/2020,2020,8,707,24247.793778801843
Alegra Towers,Juriquilla Santa Fe,173.7,190.34,0,16.64,2,Vertical,4475135.07,4385632.37,2,8/29/2018,8/15/2020,2020,8,717,25248.315313759358
Alegra Towers,Juriquilla Santa Fe,172.4,189.3,0,16.9,2,Vertical,4570250,4250332.5,7,6/29/2016,8/31/2020,2020,8,1524,24653.900812064963
Alegra Towers,Juriquilla Santa Fe,272.3,428.56,135,21.26,3,Vertical,7380690.27,6716428.15,9,8/29/2018,9/4/2020,2020,9,737,24665.54590525156
Alegra Towers,Juriquilla Santa Fe,97.6,106.06,0,8.46,2,Vertical,3060780.85,2861830.09,6.5,4/27/2017,10/19/2020,2020,10,1271,29322.029610655736
Alegra Towers,Juriquilla Santa Fe,133.3,145.19,0,11.89,2,Vertical,4427445,4338896.1,2,8/29/2018,10/26/2020,2020,10,789,32549.85821455363
Alegra Towers,Juriquilla Santa Fe,173.6,190.24,0,16.64,2,Vertical,4657916,4564757.68,2,8/29/2018,10/19/2020,2020,10,782,26294.687096774192
Alegra Towers,Juriquilla Santa Fe,172.4,189.3,0,16.9,2,Vertical,4263225.15,4092696.14,4,6/29/2016,11/23/2020,2020,11,1608,23739.536774941997
Alegra Towers,Juriquilla Santa Fe,172.4,189.3,0,16.9,2,Vertical,4620250,4233731.25,7.5,6/29/2016,11/30/2020,2020,11,1615,24557.605858468676
Alegra Towers,Juriquilla Santa Fe,97.6,106.06,0,8.46,2,Vertical,3010780.85,2845187.9,5.5,4/27/2017,11/27/2020,2020,11,1310,29151.51536885246
Alegra Towers,Juriquilla Santa Fe,172.4,189.3,0,16.9,2,Vertical,4541496.25,4223591.51,7,7/4/2016,11/30/2020,2020,11,1610,24498.790661252897
Alegra Towers,Juriquilla Santa Fe,173.6,190.55,0,16.95,0,Vertical,4389167.01,4279437.83,2.5,4/27/2017,1/20/2021,2021,1,1364,24651.13957373272
Alegra Towers,Juriquilla Santa Fe,173.7,190.34,0,16.64,2,Vertical,4767495.67,4743658.19,0.5,8/29/2018,1/29/2021,2021,1,884,27309.488716177322
Alegra Towers,Juriquilla Santa Fe,173.6,190.24,0,16.64,2,Vertical,5060435.88,5035133.7,0.5,8/29/2018,1/30/2021,2021,1,885,29004.226382488483
Alegra Towers,Juriquilla Santa Fe,231.8,251.59,0,19.79,2,Vertical,5731930.19,5452569.07,6,8/29/2018,1/30/2021,2021,1,885,23522.731104400344
Alegra Towers,Juriquilla Santa Fe,97.5,105.9,0,8.4,0,Vertical,2058073,2058073,0,6/29/2016,2/26/2021,2021,2,1703,21108.441025641026
Alegra Towers,Juriquilla Santa Fe,173.6,190.55,0,16.95,2,Vertical,4519505.81,4248335.46,6,4/27/2017,2/24/2021,2021,2,1399,24471.978456221197
Alegra Towers,Juriquilla Santa Fe,173.6,190.55,0,16.95,2,Vertical,4693873.4,4506118.46,4,4/27/2017,3/23/2021,2021,3,1426,25956.90357142857
Alegra Towers,Juriquilla Santa Fe,173.6,190.55,0,16.95,2,Vertical,4878580.83,4683437.6,4,4/27/2017,3/23/2021,2021,3,1426,26978.32718894009
Alegra Towers,Juriquilla Santa Fe,173.6,190.24,0,16.64,2,Vertical,4855958,4855958,0,8/29/2018,4/7/2021,2021,4,952,27972.108294930877
Alegra Towers,Juriquilla Santa Fe,173.6,190.55,0,16.95,2,Vertical,4544505.81,4454943.16,2.5,4/27/2017,3/18/2021,2021,3,1421,25662.114976958528
Alegra Towers,Juriquilla Santa Fe,132.2,144.1,0,11.9,2,Vertical,4365310.3,4050000,7.22,7/4/2016,3/26/2021,2021,3,1726,30635.400907715586
Alegra Towers,Juriquilla Santa Fe,97.7,105.6,0,7.9,2,Vertical,3165234.06,2959867.68,7,8/29/2018,3/29/2021,2021,3,943,30295.472671443193
Alegra Towers,Juriquilla Santa Fe,133.4,145.29,0,11.89,2,Vertical,4707492.22,4660417.3,1,8/29/2018,4/4/2022,2022,4,1314,34935.661919040474
Alegra Towers,Juriquilla Santa Fe,306.6,320.14,0,13.54,3,Vertical,9435870,8822538.45,6.5,8/29/2018,4/4/2022,2022,4,1314,28775.402641878663
Alegra Towers,Juriquilla Santa Fe,173.6,190.24,0,16.64,2,Vertical,4741022.37,4409150.8,7,8/29/2018,3/28/2022,2022,3,1307,25398.334101382487
Alegra Towers,Juriquilla Santa Fe,97.7,105.6,0,7.9,2,Vertical,3323136.4,3090516.85,7,8/29/2018,4/26/2022,2022,4,1336,31632.72108495394
Alegra Towers,Juriquilla Santa Fe,173.7,190.34,0,16.64,2,Vertical,4918647.37,4746494.71,3.5,8/29/2018,4/27/2022,2022,4,1337,27325.818710420266
Alegra Towers,Juriquilla Santa Fe,344.1,357.1,0,13,3,Vertical,11685104.7,9685104.7,0,7/4/2016,5/11/2022,2022,5,2137,28146.192095321123
Alegra Towers,Juriquilla Santa Fe,133.5,145.46,0,11.96,2,Vertical,4292390.3,4088080.55,4.76,4/27/2017,4/8/2021,2021,4,1442,30622.326217228463
Alegra Towers,Juriquilla Santa Fe,172.4,189.3,0,16.9,2,Vertical,4699750,4464762.5,5,6/29/2016,4/19/2021,2021,4,1755,25897.694315545243
Alegra Towers,Juriquilla Santa Fe,133.4,145.29,0,11.89,2,Vertical,4724009,4724009,0,8/29/2018,4/21/2021,2021,4,966,35412.36131934033
Alegra Towers,Juriquilla Santa Fe,173.7,190.34,0,16.64,2,Vertical,4665958,4549309.05,2.5,8/29/2018,5/31/2021,2021,5,1006,26190.610535405875
Alegra Towers,Juriquilla Santa Fe,172.4,189.3,0,16.9,2,Vertical,4649750,4324267.5,7,6/29/2016,6/3/2021,2021,6,1800,25082.75812064965
Alegra Towers,Juriquilla Santa Fe,97.6,106.06,0,8.46,1,Vertical,2958448.02,2884486.82,2.5,4/27/2017,6/14/2021,2021,6,1509,29554.16823770492
Alegra Towers,Juriquilla Santa Fe,173.7,190.34,0,16.64,2,Vertical,4715647.37,4527021.48,4,8/29/2018,6/30/2021,2021,6,1036,26062.299827288432
Alegra Towers,Juriquilla Santa Fe,133.5,145.46,0,11.96,0,Vertical,4718052,4718052,0,4/27/2017,7/1/2021,2021,7,1526,35341.213483146064
Alegra Towers,Juriquilla Santa Fe,97.5,105.9,0,8.4,2,Vertical,3250538.55,3055506.24,6,7/4/2016,3/31/2023,2023,3,2461,31338.52553846154
Alegra Towers,Juriquilla Santa Fe,133.4,145.29,0,11.89,2,Vertical,4524538.47,4501915.78,0.5,8/29/2018,4/14/2023,2023,4,1689,33747.49460269865
Alegra Towers,Juriquilla Santa Fe,97.6,106.06,0,8.46,2,Vertical,3279588.15,3279588.15,0,4/27/2017,4/15/2023,2023,4,2179,33602.33760245902
Alegra Towers,Juriquilla Santa Fe,97.6,106.06,0,8.46,2,Vertical,3356853.15,3155441.96,6,4/27/2017,4/30/2023,2023,4,2194,32330.347950819672
Alegra Towers,Juriquilla Santa Fe,97.6,106,0,8.4,2,Vertical,3250538.55,3039253.54,6.5,7/4/2016,4/28/2023,2023,4,2489,31139.892827868855
Alegra Towers,Juriquilla Santa Fe,173.6,190.24,0,16.64,2,Vertical,4855958,4831678.21,0.5,8/29/2018,7/22/2021,2021,7,1058,27832.24775345622
Alegra Towers,Juriquilla Santa Fe,173.6,190.24,0,16.64,2,Vertical,4870958,4985652.97,0.5,8/29/2018,8/31/2021,2021,8,1098,28719.19914
Alegra Towers,Juriquilla Santa Fe,97.5,105.9,0,8.4,2,Vertical,3280250,3000000,8.54,7/4/2016,8/31/2021,2021,8,1884,30769.23076923077
Alegra Towers,Juriquilla Santa Fe,344,357.03,0,13.03,0,Vertical,10483675,10483675,0,4/27/2017,,,,,30475.799418604653
Alegra Towers,Juriquilla Santa Fe,97.7,105.6,0,7.9,2,Vertical,3315234.06,3315234.06,0,8/29/2018,9/30/2021,2021,9,1128,33932.794882292736
Alegra Towers,Juriquilla Santa Fe,344,357.03,0,13.03,3,Vertical,9209833.76,9062476.42,1.6,4/27/2017,11/1/2021,2021,11,1649,26344.40819767442
Alegra Towers,Juriquilla Santa Fe,133.4,145.29,0,11.89,2,Vertical,4352838.23,4331074.04,0.5,8/29/2018,10/29/2021,2021,10,1157,32466.82188905547
Alegra Towers,Juriquilla Santa Fe,97.7,105.6,0,7.9,2,Vertical,3140234.06,3046027.04,3,8/29/2018,11/17/2021,2021,11,1176,31177.34944
Alegra Towers,Juriquilla Santa Fe,133.3,145.19,0,11.89,2,Vertical,4327838.23,4327838.23,0,8/29/2018,12/10/2021,2021,12,1199,32466.903450862716
Alegra Towers,Juriquilla Santa Fe,133.5,145.46,0,11.96,2,Vertical,4252390.3,3953522.98,7,4/27/2017,11/29/2021,2021,11,1677,29614.404344569288
Alegra Towers,Juriquilla Santa Fe,173.7,190.34,0,16.64,2,Vertical,4968647.37,4620842.05,7,8/29/2018,11/29/2021,2021,11,1188,26602.429763960852
Alegra Towers,Juriquilla Santa Fe,133.3,145.19,0,11.89,2,Vertical,4802036,4465893.48,7,8/29/2018,11/29/2021,2021,11,1188,33502.576744186044
Alegra Towers,Juriquilla Santa Fe,173.6,190.55,0,16.95,2,Vertical,4724505.81,4535525.58,4,4/27/2017,11/29/2021,2021,11,1677,26126.299423963133
Alegra Towers,Juriquilla Santa Fe,133.5,145.46,0,11.96,2,Vertical,4152390.3,4048580.54,2.5,4/27/2017,11/29/2021,2021,11,1677,30326.445992509365
Alegra Towers,Juriquilla Santa Fe,133.5,145.46,0,11.96,2,Vertical,4102390.3,3938294.69,4,4/27/2017,12/30/2021,2021,12,1708,29500.334756554308
Alegra Towers,Juriquilla Santa Fe,306.9,320.1,0,13.2,0,Vertical,8315682.17,7899898.06,5,7/4/2016,1/18/2022,2022,1,2024,25740.95164548713
Alegra Towers,Juriquilla Santa Fe,97.7,105.6,0,7.9,2,Vertical,3265234.06,3303157.89,0.5,8/29/2018,2/4/2022,2022,2,1255,33809.190276356196
Alegra Towers,Juriquilla Santa Fe,343.5,356.82,0,13.32,3,Vertical,9509833.76,9146806.48,7,8/29/2018,2/10/2022,2022,2,1261,26628.257583697236
Alegra Towers,Juriquilla Santa Fe,306.9,320.16,0,13.26,0,Vertical,8895879,8895879,0,4/27/2017,2/21/2022,2022,2,1761,28986.246334310854
Alegra Towers,Juriquilla Santa Fe,133.5,145.46,0,11.96,2,Vertical,4366926.16,4104910.59,6,4/27/2017,2/28/2022,2022,2,1768,30748.39393258427
Alegra Towers,Juriquilla Santa Fe,173.6,190.24,0,16.64,2,Vertical,5033919,4731883.86,6,8/29/2018,4/30/2023,2023,4,1705,27257.395506912446
Alegra Towers,Juriquilla Santa Fe,173.6,190.24,0,16.64,2,Vertical,5007402.13,4706958,6,8/29/2018,5/7/2023,2023,5,1712,27113.81336
Alegra Towers,Juriquilla Santa Fe,173.6,190.55,0,16.95,2,Vertical,4878580.83,4585865.98,6,4/27/2017,6/16/2023,2023,6,2241,26416.27868663595
Alegra Towers,Juriquilla Santa Fe,344.1,357.1,0,13,3,Vertical,9702848.76,9654334.52,0.5,6/29/2016,6/29/2023,2023,6,2556,28056.769892473116
Alegra Towers,Juriquilla Santa Fe,97.7,105.6,0,7.9,2,Vertical,3362334.13,3345522.46,0.5,8/29/2018,6/29/2023,2023,6,1765,34242.80921187308
Alegra Towers,Juriquilla Santa Fe,306.4,319.94,0,13.54,3,Vertical,8884713.78,8307207.38,6.5,8/29/2018,6/30/2023,2023,6,1766,27112.295626631854
Alegra Towers,Juriquilla Santa Fe,173.6,190.24,0,16.64,2,Vertical,4927851.5,4632180.41,6,8/29/2018,7/31/2023,2023,7,1797,26683.066877880185
Alegra Towers,Juriquilla Santa Fe,97.7,105.6,0,7.9,2,Vertical,3222136.4,3004674.81,8.5,8/29/2018,5/20/2022,2022,5,1360,30754.092221084953
Alegra Towers,Juriquilla Santa Fe,97.7,105.6,0,7.9,2,Vertical,3373636.4,3221822.76,4.5,8/29/2018,5/20/2022,2022,5,1360,32976.69150460594
Alegra Towers,Juriquilla Santa Fe,97.5,105.9,0,8.4,2,Vertical,3055250,2871935,6,6/29/2016,5/18/2022,2022,5,2149,29455.74358974359
Alegra Towers,Juriquilla Santa Fe,97.7,105.6,0,7.9,2,Vertical,3247386.4,3214844.81,3,8/29/2018,5/26/2022,2022,5,1366,32905.26929
Alegra Towers,Juriquilla Santa Fe,133.5,145.46,0,11.96,2,Vertical,4405283.33,4140966.33,6,4/27/2017,6/4/2022,2022,6,1864,31018.474382022472
Alegra Towers,Juriquilla Santa Fe,173.7,190.34,0,16.64,2,Vertical,4715647.37,4409130.29,6.5,8/29/2018,6/21/2022,2022,6,1392,25383.594070236042
Alegra Towers,Juriquilla Santa Fe,132.2,144.1,0,11.9,2,Vertical,4303914.96,4088719.21,5,6/29/2016,6/10/2022,2022,6,2172,30928.284493192135
Alegra Towers,Juriquilla Santa Fe,97.7,105.6,0,7.9,2,Vertical,3222136.4,3206025.72,0.5,8/29/2018,6/30/2022,2022,6,1401,32815.00225
Alegra Towers,Juriquilla Santa Fe,133.5,145.46,0,11.96,2,Vertical,4405283.33,4295151.25,2.5,4/27/2017,6/30/2022,2022,6,1890,32173.417602996255
Alegra Towers,Juriquilla Santa Fe,133.5,145.46,0,11.96,2,Vertical,4827536,4586159.2,5,4/27/2017,7/8/2022,2022,7,1898,34353.25243445693
Alegra Towers,Juriquilla Santa Fe,133.4,145.29,0,11.89,2,Vertical,4595755.8,4549798.24,1,8/29/2018,7/29/2022,2022,7,1430,34106.433583208396
Alegra Towers,Juriquilla Santa Fe,173.7,190.34,0,16.64,2,Vertical,4968647.37,4670528.53,6,8/29/2018,7/31/2022,2022,7,1432,26888.477432354637
Alegra Towers,Juriquilla Santa Fe,344,357.03,0,13.03,0,Vertical,10483675,10483675,0,4/27/2017,8/1/2022,2022,8,1922,30475.799418604653
Alegra Towers,Juriquilla Santa Fe,132.2,144.1,0,11.9,2,Vertical,4177039.96,3926417.56,6,6/29/2016,8/18/2022,2022,8,2241,29700.586686838127
Alegra Towers,Juriquilla Santa Fe,173.6,190.55,0,16.95,2,Vertical,4693873.4,4459179.73,5,4/27/2017,8/10/2022,2022,8,1931,25686.519182027652
Alegra Towers,Juriquilla Santa Fe,97.7,105.6,0,7.9,2,Vertical,3348386.4,3080515.49,8,8/29/2018,8/25/2022,2022,8,1457,31530.353019447288
Alegra Towers,Juriquilla Santa Fe,173.6,190.24,0,16.64,2,Vertical,4918647.37,4525155.58,8,8/29/2018,8/31/2022,2022,8,1463,26066.56440092166
Alegra Towers,Juriquilla Santa Fe,97.6,106.06,0,8.46,2,Vertical,3164782.5,3054015.11,3.5,4/27/2017,9/19/2022,2022,9,1971,31291.13842213115
Alegra Towers,Juriquilla Santa Fe,97.6,106.06,0,8.46,2,Vertical,3190032.5,3110281.69,2.5,4/27/2017,9/25/2022,2022,9,1977,31867.640266393442
Alegra Towers,Juriquilla Santa Fe,133.4,145.29,0,11.89,2,Vertical,4524538.47,4524538.47,0,8/29/2018,9/30/2022,2022,9,1493,33917.07998500749
Alegra Towers,Juriquilla Santa Fe,173.7,190.34,0,16.64,2,Vertical,4893272.37,4501810.58,8,8/29/2018,10/7/2022,2022,10,1500,25917.159355210133
Alegra Towers,Juriquilla Santa Fe,172.4,189.3,0,16.9,0,Vertical,4785471.25,4665834.47,2.5,6/29/2016,3/24/2023,2023,3,2459,27064.00504640371
Alegra Towers,Juriquilla Santa Fe,133.4,145.29,0,11.89,2,Vertical,4468880.8,4200747.95,6,8/29/2018,10/31/2022,2022,10,1524,31489.864692653675
Alegra Towers,Juriquilla Santa Fe,97.7,105.6,0,7.9,2,Vertical,3373636.4,3171218.21,0,8/29/2018,10/27/2022,2022,10,1520,32458.732958034798
Alegra Towers,Juriquilla Santa Fe,97.7,105.6,0,7.9,2,Vertical,3262334.13,3262334.13,0,8/29/2018,11/23/2022,2022,11,1547,33391.34216990788
Alegra Towers,Juriquilla Santa Fe,344,357.03,0,13.03,3,Vertical,9209833.76,8753338.51,4.95,4/27/2017,1/27/2023,2023,1,2101,25445.75148255814
Alegra Towers,Juriquilla Santa Fe,97.7,105.6,0,7.9,2,Vertical,3398886.4,3451001.97,0.5,8/29/2018,12/16/2022,2022,12,1570,35322.435721596725
Alegra Towers,Juriquilla Santa Fe,97.6,106.06,0,8.46,2,Vertical,3265782.5,3265782.5,0,4/27/2017,12/29/2022,2022,12,2072,33460.88627049181
Alegra Towers,Juriquilla Santa Fe,173.7,190.34,0,16.64,2,Vertical,4893272.37,4599676.03,6,8/29/2018,1/31/2023,2023,1,1616,26480.575877950494
Alegra Towers,Juriquilla Santa Fe,133.3,145.19,0,11.89,2,Vertical,4576810.97,4256434.2,7,8/29/2018,2/16/2023,2023,2,1632,31931.239309827455
Alegra Towers,Juriquilla Santa Fe,133.3,145.19,0,11.89,2,Vertical,4550674.72,4232127.49,7,8/29/2018,2/16/2023,2023,2,1632,31748.893398349588
Alegra Towers,Juriquilla Santa Fe,133.3,145.19,0,11.89,2,Vertical,4602947.22,4188681.97,9,8/29/2018,2/24/2023,2023,2,1640,31422.970517629405
Alegra Towers,Juriquilla Santa Fe,344.1,357.1,0,13,3,Vertical,11685104.7,10633445.28,9,7/4/2016,2/24/2023,2023,2,2426,30902.19494333042
Alegra Towers,Juriquilla Santa Fe,133.4,145.29,0,11.89,2,Vertical,4655219.72,4236249.95,9,8/29/2018,2/24/2023,2023,2,1640,31755.996626686658
Alegra Towers,Juriquilla Santa Fe,97.7,105.6,0,7.9,2,Vertical,3466864.13,3154846.36,9,8/29/2018,2/24/2023,2023,2,1640,32291.160286591603
Alegra Towers,Juriquilla Santa Fe,133.3,145.19,0,11.89,2,Vertical,4802036,4633964.74,3.5,8/29/2018,3/1/2023,2023,3,1645,34763.42640660165
Alegra Towers,Juriquilla Santa Fe,173.6,190.24,0,16.64,2,Vertical,5060435.88,4883320.62,3.5,8/29/2018,2/27/2023,2023,2,1643,28129.72707373272
Alegra Towers,Juriquilla Santa Fe,133.5,145.46,0,11.96,2,Vertical,4827536,4682709.92,3,4/27/2017,2/28/2023,2023,2,2133,35076.478801498124
Alegra Towers,Juriquilla Santa Fe,133.4,145.29,0,11.89,2,Vertical,4707492.22,4613342.38,2,8/29/2018,3/7/2023,2023,3,1651,34582.776461769114
Alegra Towers,Juriquilla Santa Fe,132.2,144.1,0,11.9,2,Vertical,4572905.07,4572905.07,0,7/4/2016,3/23/2023,2023,3,2453,34590.80990922845
Alegra Towers,Juriquilla Santa Fe,97.7,105.6,0,7.9,2,Vertical,3312334.13,3317649.12,1.5,8/29/2018,3/27/2023,2023,3,1671,33957.51402251791
Alegra Towers,Juriquilla Santa Fe,97.7,105.6,0,7.9,2,Vertical,3337334.13,3270587.45,2,8/29/2018,8/15/2023,2023,8,1812,33475.81832139202
Alegra Towers,Juriquilla Santa Fe,268.7,414.7,124.3,21.7,0,Vertical,5749122,5817002,0,6/29/2016,10/13/2016,2016,10,106,21648.686267212506
Alegra Towers,Juriquilla Santa Fe,268.7,436.7,146.3,21.7,0,Vertical,5636394,5636394,0,7/4/2016,10/21/2016,2016,10,109,20976.531447711204
Alegra Towers,Juriquilla Santa Fe,132.2,144.1,0,11.9,0,Vertical,3850000,3850000,0,7/4/2016,10/12/2016,2016,10,100,29122.541603630863
Alegra Towers,Juriquilla Santa Fe,97.6,106,0,8.4,0,Vertical,3025000,3025000,0,7/4/2016,1/23/2017,2017,1,203,30993.852459016394
Alegra Towers,Juriquilla Santa Fe,97.5,105.9,0,8.4,2,Vertical,3290250,3290250,0,7/4/2016,10/12/2016,2016,10,100,33746.153846153844
Alegra Towers,Juriquilla Santa Fe,132.2,144.1,0,11.9,0,Vertical,2709211,2682118.89,1,6/29/2016,9/21/2016,2016,9,84,20288.342586989413
Alegra Towers,Juriquilla Santa Fe,132.2,144.1,0,11.9,0,Vertical,2663289.9,2737013.7,0,7/4/2016,1/20/2017,2017,1,200,20703.583207261727
Alegra Towers,Juriquilla Santa Fe,97.5,105.9,0,8.4,0,Vertical,3027893.97,3027893.97,0,7/4/2016,1/23/2017,2017,1,203,31055.32276923077
Alegra Towers,Juriquilla Santa Fe,97.5,105.9,0,8.4,0,Vertical,2922926.97,2922926.97,0,7/4/2016,1/23/2017,2017,1,203,29978.738153846156
Alegra Towers,Juriquilla Santa Fe,97.6,106,0,8.4,0,Vertical,1973661,1973661,0,7/4/2016,1/16/2017,2017,1,196,20221.93647540984
Alegra Towers,Juriquilla Santa Fe,97.6,106,0,8.4,2,Vertical,3153361.4,3153361.4,0,7/4/2016,1/16/2017,2017,1,196,32309.030737704918
Alegra Towers,Juriquilla Santa Fe,97.6,106,0,8.4,2,Vertical,1948661,1948661,0,7/4/2016,1/16/2017,2017,1,196,19965.78893442623
Alegra Towers,Juriquilla Santa Fe,132.2,144.1,0,11.9,0,Vertical,2665801,2665801,0,6/29/2016,1/30/2017,2017,1,215,20164.909228441757
Alegra Towers,Juriquilla Santa Fe,132.2,144.1,0,11.9,0,Vertical,2494079.35,2494079.35,0,7/4/2016,10/17/2016,2016,10,105,18865.95574886536
Alegra Towers,Juriquilla Santa Fe,132.2,144.1,0,11.9,0,Vertical,3800780.3,3800780.3,0,7/4/2016,10/14/2016,2016,10,102,28750.22919818457
Alegra Towers,Juriquilla Santa Fe,231.4,371.3,121.4,18.5,0,Vertical,5477987,5580637,0,7/4/2016,12/5/2016,2016,12,154,24116.840968020744
Alegra Towers,Juriquilla Santa Fe,97.6,106,0,8.4,0,Vertical,3290250,3290250,0,7/4/2016,11/24/2016,2016,11,143,33711.57786885246
Alegra Towers,Juriquilla Santa Fe,132.2,144.1,0,11.9,0,Vertical,3507780,3507780,0,6/29/2016,11/18/2016,2016,11,142,26533.88805
Alegra Towers,Juriquilla Santa Fe,268.7,436.7,146.3,21.7,0,Vertical,5636394,5580030.06,1,7/4/2016,11/14/2016,2016,11,133,20766.76613323409
Alegra Towers,Juriquilla Santa Fe,97.6,106,0,8.4,2,Vertical,3250538.55,3250538.55,0,7/4/2016,10/17/2016,2016,10,105,33304.698258196724
Alegra Towers,Juriquilla Santa Fe,132.2,144.1,0,11.9,2,Vertical,2669165,2669165,0,7/4/2016,10/17/2016,2016,10,105,20190.35552193646
Alegra Towers,Juriquilla Santa Fe,97.6,106,0,8.4,0,Vertical,3152500,3152500,0,7/4/2016,10/17/2016,2016,10,105,32300.20491803279
Alegra Towers,Juriquilla Santa Fe,172.4,189.3,0,16.9,2,Vertical,4541496.25,4541496.25,0,7/4/2016,10/17/2016,2016,10,105,26342.785672853828
Alegra Towers,Juriquilla Santa Fe,132.2,144.1,0,11.9,2,Vertical,4365310.3,4365310.3,0,7/4/2016,10/17/2016,2016,10,105,33020.50151285931
Alegra Towers,Juriquilla Santa Fe,97.6,106,0,8.4,0,Vertical,2689545,2696445,0,7/4/2016,11/17/2016,2016,11,136,27627.51024590164
Alegra Towers,Juriquilla Santa Fe,97.5,105.9,0,8.4,2,Vertical,3280250,3280250,0,7/4/2016,1/31/2017,2017,1,211,33643.58974358974
Alegra Towers,Juriquilla Santa Fe,132.2,144.1,0,11.9,2,Vertical,4303914.96,4303914.96,0,6/29/2016,1/31/2017,2017,1,216,32556.08895612708
Alegra Towers,Juriquilla Santa Fe,132.2,144.1,0,11.9,0,Vertical,3905780.3,3905780.3,0,7/4/2016,1/31/2017,2017,1,211,29544.480332829047
Alegra Towers,Juriquilla Santa Fe,132.2,144.1,0,11.9,0,Vertical,4386000,4386000,0,7/4/2016,1/30/2017,2017,1,210,33177.004538577916
Alegra Towers,Juriquilla Santa Fe,97.5,105.9,0,8.4,2,Vertical,3250538.55,3250538.55,0,7/4/2016,1/13/2017,2017,1,193,33338.85692307692
Alegra Towers,Juriquilla Santa Fe,97.5,105.9,0,8.4,0,Vertical,1950590.88,1950590.88,0,6/29/2016,12/2/2016,2016,12,156,20006.060307692307
Alegra Towers,Juriquilla Santa Fe,132.2,144.1,0,11.9,0,Vertical,2665801,2665801,0,6/29/2016,3/26/2021,2021,3,1731,20164.909228441757
Alegra Towers,Juriquilla Santa Fe,132.2,144.1,0,11.9,0,Vertical,3805780.3,3805780.3,0,7/4/2016,1/8/2018,2018,1,553,28788.050680786688
Alegra Towers,Juriquilla Santa Fe,132.2,144.1,0,11.9,2,Vertical,4572905.07,4572905.07,0,7/4/2016,1/8/2018,2018,1,553,34590.80990922845
Alegra Towers,Juriquilla Santa Fe,97.5,105.9,0,8.4,0,Vertical,2868926.97,2868926.97,0,7/4/2016,1/8/2018,2018,1,553,29424.892000000003
Alegra Towers,Juriquilla Santa Fe,97.5,105.9,0,8.4,0,Vertical,2058073,2058073,0,6/29/2016,2/7/2017,2017,2,223,21108.441025641026
Alegra Towers,Juriquilla Santa Fe,132.2,144.1,0,11.9,0,Vertical,3309798,3331198,0,7/4/2016,1/15/2017,2017,1,195,25198.169440242058
Alegra Towers,Juriquilla Santa Fe,172.4,189.3,0,16.9,0,Vertical,3886829,3886829,0,7/4/2016,1/5/2017,2017,1,185,22545.411832946636
Alegra Towers,Juriquilla Santa Fe,172.4,189.3,0,16.9,0,Vertical,4100579,4088032.42,2,7/4/2016,1/13/2017,2017,1,193,23712.485034802783
Alegra Towers,Juriquilla Santa Fe,132.2,144.1,0,11.9,0,Vertical,3507780,3507780,0,6/29/2016,1/16/2017,2017,1,201,26533.88805
